Car_ID. ,ID,Brand,Model,Mileage,Price,Currency,Engine_Power,GearBox,Year,Fuel_Type,Horse_Power,On_Page
6115414111,138,BMW,Seria 5,27 000 km,139 000,PLN,1 998 cm3,Automatyczna,2019,Hybryda,184 KM,5
6109429281,139,BMW,X5 xDrive45e xLine,20 500 km,279 000,PLN,2 998 cm3,Automatyczna,2020,Hybryda,286 KM,5
6123020691,140,BMW,Seria 5,40 650 km,199 900,PLN,1 998 cm3,Automatyczna,2022,Hybryda,292 KM,5
6116883492,141,BMW,Seria 3,120 000 km,111 000,PLN,1 998 cm3,Automatyczna,2017,Hybryda,184 KM,5
6123020018,142,BMW,Seria 5,63 460 km,169 900,PLN,1 998 cm3,Automatyczna,2020,Hybryda,184 KM,5
6122317503,143,BMW,Seria 5,119 305 km,136 900,PLN,1 998 cm3,Automatyczna,2019,Hybryda,252 KM,5
6116068142,144,BMW,X3,13 000 km,239 800,PLN,1 998 cm3,Automatyczna,2022,Hybryda,184 KM,5
6115842921,145,BMW,Seria 5,28 000 km,226 700,PLN,1 998 cm3,Automatyczna,2022,Hybryda,184 KM,5
6120799818,146,BMW,X5,112 899 km,128 000,PLN,1 997 cm3,Automatyczna,2016,Hybryda,245 KM,5
6112168894,147,BMW,Seria 5,82 000 km,128 000,PLN,1 998 cm3,Automatyczna,2017,Hybryda,184 KM,5
6122548080,148,BMW,Seria 5,100 000 km,149 900,PLN,1 998 cm3,Automatyczna,2019,Hybryda,184 KM,5
6115103139,149,BMW,Seria 7,5 000 km,635 000,PLN,2 998 cm3,Automatyczna,2023,Hybryda,313 KM,5
6115103217,150,BMW,Seria 7,5 000 km,635 000,PLN,2 998 cm3,Automatyczna,2023,Hybryda,313 KM,5
6118791678,151,BMW,X5 xDrive45e xLine,25 000 km,269 000,PLN,2 998 cm3,Automatyczna,2020,Hybryda,286 KM,5
6122237834,152,BMW,i3 i3S 94 Ah (Range Extender),51 000 km,96 500,PLN,647 cm3,Automatyczna,2018,Hybryda,184 KM,5
6122719746,153,BMW,Seria 5,115 000 km,62 900,PLN,2 979 cm3,Automatyczna,2012,Hybryda,306 KM,5
6119172973,154,BMW,Seria 3 330e xDrive M Sport sport,26 300 km,229 900,PLN,1 998 cm3,Automatyczna,2022,Hybryda,184 KM,5
6120605526,155,BMW,Seria 5,148 100 km,129 900,PLN,1 998 cm3,Automatyczna,2017,Hybryda,252 KM,5
6111569261,156,BMW,X2 xDrive25e M Sport,4 000 km,244 900,PLN,1 499 cm3,Automatyczna,2023,Hybryda,125 KM,5
6116569068,157,BMW,XM,7 km,770 900,PLN,4 395 cm3,Automatyczna,2023,Hybryda,489 KM,5
6114902482,158,BMW,XM,5 km,789 000,PLN,4 395 cm3,Automatyczna,2023,Hybryda,489 KM,5
6122169251,159,BMW,Seria 3,20 750 km,209 900,PLN,1 998 cm3,Automatyczna,2022,Hybryda,292 KM,5
6122536752,160,BMW,Seria 2,62 950 km,122 877,PLN,1 499 cm3,Automatyczna,2019,Hybryda,224 KM,6
6118665042,161,BMW,Seria 3 330e iPerformance,145 000 km,79 000,PLN,1 999 cm3,Automatyczna,2017,Hybryda,250 KM,6
6122756995,162,BMW,Seria 7,20 900 km,539 900,PLN,2 998 cm3,Automatyczna,2023,Hybryda,313 KM,6
6120377182,163,BMW,Seria 5,5 km,394 700,PLN,1 998 cm3,Automatyczna,2023,Hybryda,299 KM,6
6122977626,164,BMW,Seria 5,34 550 km,229 900,PLN,1 998 cm3,Automatyczna,2023,Hybryda,292 KM,6
6122976724,165,BMW,X5,42 731 km,359 900,PLN,2 998 cm3,Automatyczna,2022,Hybryda,395 KM,6
6110396232,166,BMW,X5,4 000 km,526 900,PLN,2 998 cm3,Automatyczna,2023,Hybryda,286 KM,6
6120597348,167,BMW,Seria 3,5 km,312 200,PLN,1 998 cm3,Automatyczna,2024,Hybryda,292 KM,6
6120364538,168,BMW,Seria 3,90 000 km,129 900,PLN,1 998 cm3,Automatyczna,2019,Hybryda,292 KM,6
6121440810,169,BMW,Seria 3,4 209 km,171 900,PLN,1 995 cm3,Automatyczna,2022,Hybryda,150 KM,6
6120456656,170,BMW,Seria 3,5 452 km,345 500,PLN,1 998 cm3,Automatyczna,2023,Hybryda,292 KM,6
6122495896,171,BMW,Seria 7,1 km,708 300,PLN,2 998 cm3,Automatyczna,2023,Hybryda,571 KM,6
6122742389,172,BMW,XM,1 km,859 000,PLN,4 395 cm3,Automatyczna,2023,Hybryda,653 KM,6
6121363837,173,BMW,XM,1 km,966 628,PLN,4 395 cm3,Automatyczna,2023,Hybryda,489 KM,6
6119573705,174,BMW,Seria 7,5 km,989 600,PLN,2 998 cm3,Automatyczna,2023,Hybryda,571 KM,6
6113128094,175,BMW,XM PHEV Label sport,15 000 km,899 900,PLN,4 395 cm3,Automatyczna,2023,Hybryda,585 KM,6
6122738393,176,BMW,Seria 3,4 000 km,335 100,PLN,1 998 cm3,Automatyczna,2022,Hybryda,184 KM,6
6122100781,177,BMW,Seria 5,67 000 km,149 900,PLN,1 998 cm3,Automatyczna,2020,Hybryda,184 KM,6
6107894660,178,BMW,Seria 7,94 000 km,204 000,PLN,1 998 cm3,Automatyczna,2016,Hybryda,258 KM,6
6122152764,179,BMW,Seria 3,5 km,299 500,PLN,1 998 cm3,Automatyczna,2024,Hybryda,292 KM,6
6119566831,180,BMW,X3,5 750 km,299 900,PLN,1 998 cm3,Automatyczna,2023,Hybryda,292 KM,6
6122734803,181,BMW,XM,1 km,816 100,PLN,4 395 cm3,Automatyczna,2023,Hybryda,653 KM,6
6122734794,182,BMW,Seria 5,1 km,299 900,PLN,1 998 cm3,Automatyczna,2023,Hybryda,299 KM,6
6122734774,183,BMW,Seria 7,1 km,704 300,PLN,2 998 cm3,Automatyczna,2023,Hybryda,571 KM,6
6122734243,184,BMW,Seria 5,1 km,313 000,PLN,1 998 cm3,Automatyczna,2023,Hybryda,299 KM,6
6120345506,185,BMW,Seria 7,5 km,850 000,PLN,2 998 cm3,Automatyczna,2023,Hybryda,571 KM,6
6117271156,186,BMW,X1,28 000 km,145 900,PLN,1 499 cm3,Automatyczna,2021,Hybryda,220 KM,6
6119275412,187,BMW,Seria 5,5 km,302 700,PLN,1 998 cm3,Automatyczna,2023,Hybryda,184 KM,6
6119317839,188,BMW,Seria 3,31 580 km,149 900,PLN,1 998 cm3,Automatyczna,2021,Hybryda,184 KM,6
6122914052,189,BMW,Seria 3 ActiveHybrid Sport Line,90 000 km,29 999,PLN,2 979 cm3,Automatyczna,2013,Hybryda,306 KM,6
6117146684,190,BMW,X5,42 300 km,319 900,PLN,2 998 cm3,Automatyczna,2021,Hybryda,394 KM,6
6116694262,191,BMW,Seria 3 330e M Sport,43 888 km,169 184,PLN,1 998 cm3,Automatyczna,2021,Hybryda,184 KM,6
6119941233,192,BMW,Seria 5,105 000 km,128 900,PLN,1 998 cm3,Automatyczna,2018,Hybryda,184 KM,7
6117144875,193,BMW,Seria 3,6 900 km,269 900,PLN,1 998 cm3,Automatyczna,2023,Hybryda,292 KM,7
6122941080,194,BMW,Seria 3,34 000 km,157 900,PLN,2 000 cm3,Automatyczna,2021,Hybryda,292 KM,7
6122501432,195,BMW,Seria 5,77 000 km,159 900,PLN,1 998 cm3,Automatyczna,2018,Hybryda,184 KM,7
6122712379,196,BMW,Seria 5,119 000 km,129 900,PLN,1 998 cm3,Automatyczna,2018,Hybryda,252 KM,7
6115620914,197,BMW,X5,95 000 km,299 000,PLN,2 998 cm3,Automatyczna,2020,Hybryda,394 KM,7
6120331307,198,BMW,Seria 5,6 175 km,247 800,PLN,1 998 cm3,Automatyczna,2022,Hybryda,293 KM,7
6107378043,199,BMW,X1,218 320 km,55 000,PLN,2 979 cm3,Automatyczna,2015,Hybryda,306 KM,7
6115619693,200,BMW,Seria 3,24 300 km,259 900,PLN,1 998 cm3,Automatyczna,2022,Hybryda,292 KM,7
6118756445,201,BMW,Seria 5,5 km,422 800,PLN,2 998 cm3,Automatyczna,2023,Hybryda,286 KM,7
6116062829,202,BMW,X5,130 000 km,305 000,PLN,2 998 cm3,Automatyczna,2021,Hybryda,286 KM,7
6120329429,203,BMW,Seria 5,5 km,318 500,PLN,1 998 cm3,Automatyczna,2023,Hybryda,299 KM,7
6112760008,204,BMW,X5,8 633 km,330 000,PLN,2 998 cm3,Automatyczna,2022,Hybryda,313 KM,7
6109895618,205,BMW,i8,65 000 km,275 000,PLN,1 499 cm3,Automatyczna,2015,Hybryda,231 KM,7
6118381358,206,BMW,Seria 3,5 km,300 000,PLN,1 998 cm3,Automatyczna,2023,Hybryda,184 KM,7
6120011373,207,BMW,X5,1 km,498 000,PLN,2 998 cm3,Automatyczna,2024,Hybryda,489 KM,7
6122262124,208,BMW,Seria 5,29 850 km,239 900,PLN,1 998 cm3,Automatyczna,2023,Hybryda,292 KM,7
6099723639,209,BMW,Seria 3 330e xDrive Advantage,4 000 km,204 900,PLN,1 998 cm3,Automatyczna,2022,Hybryda,184 KM,7
6119525308,210,BMW,X2,32 450 km,174 900,PLN,1 499 cm3,Automatyczna,2022,Hybryda,220 KM,7
